No,year,month,day,hour,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
27839.0,2016,5,3,22,11.0,53.0,2.0,52.0,300.0,50.0,19.2,999.0,-4.3,0.0,W,1.2,Aotizhongxin
27840.0,2016,5,3,23,16.0,87.0,2.0,72.0,600.0,14.0,15.8,999.3,0.0,0.0,W,0.7,Aotizhongxin
27841.0,2016,5,4,0,23.0,85.0,2.0,81.0,800.0,2.0,14.2,999.6,0.8,0.0,WNW,0.9,Aotizhongxin
27842.0,2016,5,4,1,36.0,89.0,2.0,76.0,900.0,2.0,13.4,999.9,1.1,0.0,WNW,1.0,Aotizhongxin
27843.0,2016,5,4,2,28.0,64.0,2.0,70.0,900.0,2.0,13.0,1000.0,1.3,0.0,W,0.8,Aotizhongxin
27844.0,2016,5,4,3,37.0,37.0,2.0,78.0,700.0,2.0,12.0,1000.3,1.6,0.0,WSW,0.8,Aotizhongxin
27845.0,2016,5,4,4,16.0,71.0,2.0,76.0,400.0,2.0,12.5,1000.8,0.6,0.0,W,0.9,Aotizhongxin
27846.0,2016,5,4,5,30.0,35.0,2.0,71.0,500.0,2.0,10.2,1001.1,1.0,0.0,E,0.9,Aotizhongxin
27847.0,2016,5,4,6,10.0,20.0,3.0,74.0,400.0,2.0,11.1,1001.6,2.1,0.0,E,0.4,Aotizhongxin
27848.0,2016,5,4,7,3.0,56.0,4.0,63.0,400.0,9.0,16.5,1002.4,1.0,0.0,E,1.6,Aotizhongxin
27849.0,2016,5,4,8,20.0,89.0,5.0,56.0,500.0,22.0,18.9,1003.0,-0.5,0.0,ENE,1.7,Aotizhongxin
27850.0,2016,5,4,9,31.0,68.0,6.0,56.0,700.0,23.0,20.9,1003.1,0.7,0.0,NE,1.3,Aotizhongxin
27851.0,2016,5,4,10,16.0,43.0,4.0,47.0,500.0,43.0,23.2,1003.0,-1.7,0.0,ESE,0.9,Aotizhongxin
27852.0,2016,5,4,11,17.0,35.0,4.0,49.0,500.0,58.0,25.2,1002.4,-3.3,0.0,E,2.1,Aotizhongxin
27853.0,2016,5,4,12,28.0,28.0,4.0,48.0,500.0,78.0,26.5,1001.6,-5.2,0.0,S,2.6,Aotizhongxin
27854.0,2016,5,4,13,21.0,27.0,2.0,33.0,300.0,106.0,27.2,1000.6,-4.7,0.0,SSE,2.9,Aotizhongxin
27855.0,2016,5,4,14,11.0,48.0,3.0,28.0,300.0,128.0,27.7,1000.2,-3.2,0.0,SSW,2.4,Aotizhongxin
27856.0,2016,5,4,15,26.0,39.0,4.0,26.0,300.0,140.0,27.6,999.8,-3.3,0.0,SW,1.9,Aotizhongxin
27857.0,2016,5,4,16,17.0,43.0,5.0,28.0,500.0,159.0,27.3,999.5,-3.6,0.0,SW,2.9,Aotizhongxin
27858.0,2016,5,4,17,17.0,53.0,6.0,29.0,400.0,154.0,27.1,999.4,-1.8,0.0,S,1.5,Aotizhongxin
27859.0,2016,5,4,18,27.0,61.0,7.0,29.0,500.0,159.0,26.7,999.3,-1.2,0.0,SE,1.1,Aotizhongxin
27860.0,2016,5,4,19,39.0,74.0,7.0,44.0,900.0,131.0,24.8,999.8,1.6,0.0,ESE,3.0,Aotizhongxin
27861.0,2016,5,4,20,33.0,81.0,10.0,58.0,800.0,88.0,23.9,1000.8,-1.9,0.0,SE,2.0,Aotizhongxin
27862.0,2016,5,4,21,36.0,52.0,7.0,68.0,800.0,52.0,22.3,1001.6,-3.2,0.0,SE,1.0,Aotizhongxin
27863.0,2016,5,4,22,28.0,28.0,6.0,72.0,700.0,39.0,20.3,1002.3,0.1,0.0,E,0.7,Aotizhongxin
27864.0,2016,5,4,23,34.0,77.0,9.0,94.0,1100.0,2.0,20.2,1003.1,1.6,0.0,ENE,1.3,Aotizhongxin
27865.0,2016,5,5,0,33.0,63.0,9.0,89.0,1000.0,2.0,19.1,1003.0,2.4,0.0,ENE,1.3,Aotizhongxin
27866.0,2016,5,5,1,39.0,86.0,11.0,77.0,600.0,6.0,19.1,1003.0,2.4,0.0,ENE,1.7,Aotizhongxin
27867.0,2016,5,5,2,24.0,30.0,8.0,50.0,400.0,38.0,18.8,1002.6,1.3,0.0,E,2.4,Aotizhongxin
27868.0,2016,5,5,3,16.0,19.0,7.0,39.0,400.0,55.0,18.6,1001.9,1.6,0.0,E,1.3,Aotizhongxin
27869.0,2016,5,5,4,15.0,15.0,11.0,42.0,500.0,68.0,18.6,1001.1,-0.3,0.0,ESE,1.9,Aotizhongxin
27870.0,2016,5,5,5,21.0,31.0,10.0,48.0,600.0,41.0,18.6,1001.3,-0.3,0.0,ENE,1.7,Aotizhongxin
27871.0,2016,5,5,6,20.0,49.0,12.0,64.0,700.0,16.0,18.2,1001.7,1.2,0.0,E,1.5,Aotizhongxin
27872.0,2016,5,5,7,31.0,49.0,24.0,52.0,1500.0,39.0,18.3,1002.1,2.6,0.0,E,1.3,Aotizhongxin
27873.0,2016,5,5,8,33.0,57.0,24.0,58.0,1500.0,28.0,18.7,1002.4,2.1,0.0,E,1.6,Aotizhongxin
27874.0,2016,5,5,9,40.0,56.0,29.0,43.0,1700.0,59.0,19.6,1002.6,2.0,0.0,E,3.6,Aotizhongxin
27875.0,2016,5,5,10,36.0,70.0,25.0,32.0,1300.0,83.0,20.2,1002.8,3.4,0.0,E,3.1,Aotizhongxin
27876.0,2016,5,5,11,35.0,55.0,23.0,28.0,1100.0,93.0,21.2,1002.0,3.8,0.0,E,3.4,Aotizhongxin
27877.0,2016,5,5,12,47.0,59.0,22.0,27.0,1100.0,105.0,21.9,1000.9,4.9,0.0,ESE,2.7,Aotizhongxin
27878.0,2016,5,5,13,57.0,69.0,20.0,25.0,900.0,122.0,22.6,1000.0,5.5,0.0,SE,3.0,Aotizhongxin
27879.0,2016,5,5,14,56.0,75.0,18.0,23.0,900.0,141.0,23.6,999.3,6.4,0.0,SSE,2.0,Aotizhongxin
27880.0,2016,5,5,15,56.0,73.0,17.0,29.0,1000.0,142.0,23.6,998.3,6.8,0.0,SE,3.0,Aotizhongxin
27881.0,2016,5,5,16,67.0,84.0,18.0,31.0,1100.0,139.0,23.5,998.0,7.1,0.0,SE,2.4,Aotizhongxin
27882.0,2016,5,5,17,68.0,90.0,17.0,29.0,1100.0,145.0,23.1,998.1,8.0,0.0,SSW,2.7,Aotizhongxin
27883.0,2016,5,5,18,71.0,96.0,15.0,35.0,1200.0,136.0,22.5,998.2,8.9,0.0,SSE,2.0,Aotizhongxin
27884.0,2016,5,5,19,70.0,111.0,14.0,37.0,1300.0,131.0,21.2,999.5,9.7,0.0,SE,1.7,Aotizhongxin
27885.0,2016,5,5,20,80.0,117.0,11.0,48.0,1400.0,96.0,20.0,1000.6,10.4,0.0,SE,1.8,Aotizhongxin
27886.0,2016,5,5,21,59.0,59.0,6.0,41.0,800.0,78.0,18.8,1002.3,10.9,0.0,S,1.1,Aotizhongxin
27887.0,2016,5,5,22,51.0,206.0,3.0,30.0,500.0,84.0,18.2,1003.3,7.6,0.0,NNE,1.5,Aotizhongxin
27888.0,2016,5,5,23,144.0,507.0,2.0,8.0,100.0,110.0,20.2,1003.8,-12.4,0.0,WNW,3.1,Aotizhongxin
27889.0,2016,5,6,0,236.0,642.0,2.0,9.0,100.0,103.0,19.0,1005.3,-11.1,0.0,WNW,4.6,Aotizhongxin
27892.0,2016,5,6,3,210.0,575.0,2.0,7.0,100.0,87.0,17.2,1006.6,-6.7,0.0,NW,5.2,Aotizhongxin
27893.0,2016,5,6,4,87.0,232.0,2.0,6.0,100.0,93.0,16.1,1007.1,-5.1,0.0,NW,3.3,Aotizhongxin
27894.0,2016,5,6,5,42.0,98.0,2.0,8.0,100.0,88.0,15.3,1007.9,-4.6,0.0,WNW,3.2,Aotizhongxin
27895.0,2016,5,6,6,28.0,57.0,2.0,8.0,100.0,89.0,15.0,1008.0,-3.9,0.0,NW,3.2,Aotizhongxin
27896.0,2016,5,6,7,20.0,58.0,2.0,13.0,200.0,81.0,15.5,1007.8,-2.5,0.0,NW,3.7,Aotizhongxin
27897.0,2016,5,6,8,20.0,47.0,2.0,11.0,200.0,84.0,16.7,1008.4,-1.9,0.0,WNW,3.6,Aotizhongxin
27898.0,2016,5,6,9,22.0,34.0,2.0,10.0,200.0,88.0,17.9,1008.6,-1.9,0.0,WNW,4.9,Aotizhongxin
27899.0,2016,5,6,10,26.0,29.0,2.0,8.0,200.0,92.0,19.1,1008.7,-2.5,0.0,NW,4.7,Aotizhongxin
27900.0,2016,5,6,11,41.0,41.0,2.0,9.0,200.0,95.0,20.3,1008.2,-1.5,0.0,WNW,5.2,Aotizhongxin
27901.0,2016,5,6,12,32.0,32.0,2.0,10.0,200.0,98.0,22.1,1007.3,-1.9,0.0,WNW,3.2,Aotizhongxin
27902.0,2016,5,6,13,23.0,23.0,2.0,11.0,200.0,100.0,23.7,1006.5,-2.0,0.0,WNW,3.8,Aotizhongxin
27903.0,2016,5,6,14,39.0,39.0,2.0,10.0,200.0,102.0,24.0,1005.9,-3.4,0.0,WNW,4.1,Aotizhongxin
27904.0,2016,5,6,15,5.0,25.0,2.0,15.0,200.0,96.0,24.6,1006.0,-4.7,0.0,NNW,3.1,Aotizhongxin
27905.0,2016,5,6,16,15.0,15.0,2.0,15.0,200.0,98.0,25.4,1005.9,-4.1,0.0,NW,2.2,Aotizhongxin
27906.0,2016,5,6,17,13.0,15.0,2.0,17.0,200.0,93.0,25.3,1005.9,-4.1,0.0,N,2.4,Aotizhongxin
27907.0,2016,5,6,18,12.0,12.0,2.0,13.0,200.0,95.0,24.8,1006.4,-5.5,0.0,N,3.4,Aotizhongxin
27908.0,2016,5,6,19,8.0,13.0,2.0,17.0,300.0,85.0,23.7,1007.0,-7.4,0.0,N,3.6,Aotizhongxin
27909.0,2016,5,6,20,22.0,27.0,2.0,24.0,300.0,72.0,22.8,1008.1,-8.1,0.0,NW,3.0,Aotizhongxin
27910.0,2016,5,6,21,10.0,28.0,2.0,32.0,300.0,59.0,22.0,1009.3,-7.7,0.0,NNW,2.6,Aotizhongxin
27911.0,2016,5,6,22,7.0,14.0,2.0,24.0,200.0,70.0,21.6,1010.3,-9.1,0.0,NNW,2.5,Aotizhongxin
27912.0,2016,5,6,23,13.0,23.0,2.0,21.0,200.0,75.0,21.2,1011.1,-8.4,0.0,NNW,2.6,Aotizhongxin
27913.0,2016,5,7,0,6.0,17.0,2.0,33.0,200.0,58.0,20.5,1011.8,-8.9,0.0,N,1.8,Aotizhongxin
27914.0,2016,5,7,1,11.0,37.0,2.0,32.0,200.0,58.0,19.0,1012.3,-6.6,0.0,W,1.0,Aotizhongxin
27915.0,2016,5,7,2,12.0,23.0,2.0,34.0,100.0,51.0,18.8,1012.6,-8.4,0.0,NW,1.9,Aotizhongxin
27916.0,2016,5,7,3,9.0,21.0,2.0,43.0,200.0,40.0,18.6,1013.1,-8.6,0.0,WNW,1.7,Aotizhongxin
27917.0,2016,5,7,4,12.0,15.0,2.0,38.0,200.0,60.2,17.9,1013.4,-8.3,0.0,NW,1.7,Aotizhongxin
27918.0,2016,5,7,5,11.0,37.0,2.0,49.0,200.0,28.0,17.3,1014.1,-7.3,0.0,WNW,1.7,Aotizhongxin
27919.0,2016,5,7,6,9.0,65.0,2.0,59.0,200.0,10.0,17.0,1014.9,-6.8,0.0,WNW,1.5,Aotizhongxin
27920.0,2016,5,7,7,14.0,26.0,3.0,52.0,300.0,16.0,18.5,1015.2,-5.6,0.0,WNW,2.0,Aotizhongxin
27921.0,2016,5,7,8,19.0,36.0,4.0,41.0,300.0,34.0,20.1,1015.2,-4.3,0.0,NW,1.6,Aotizhongxin
27922.0,2016,5,7,9,15.0,30.0,5.0,25.0,300.0,61.0,21.8,1015.4,-6.0,0.0,NNE,2.6,Aotizhongxin
27923.0,2016,5,7,10,6.0,29.0,3.0,11.0,200.0,87.0,22.8,1015.4,-8.1,0.0,WNW,2.1,Aotizhongxin
27924.0,2016,5,7,11,6.0,20.0,2.0,7.0,200.0,104.0,23.9,1014.9,-7.3,0.0,NE,1.7,Aotizhongxin
27925.0,2016,5,7,12,20.0,20.0,2.0,9.0,200.0,109.0,24.3,1014.4,-9.3,0.0,SE,1.7,Aotizhongxin
27926.0,2016,5,7,13,8.0,8.0,2.0,11.0,200.0,118.0,25.3,1013.7,-7.3,0.0,WNW,2.5,Aotizhongxin
27927.0,2016,5,7,14,11.0,15.0,2.0,13.0,200.0,126.0,25.9,1012.8,-6.9,0.0,SSW,2.0,Aotizhongxin
27928.0,2016,5,7,15,39.0,39.0,2.0,14.0,200.0,134.0,26.4,1011.9,-9.1,0.0,SW,3.0,Aotizhongxin
27929.0,2016,5,7,16,53.0,53.0,2.0,14.0,200.0,151.0,26.7,1011.2,-7.5,0.0,SSW,2.7,Aotizhongxin
27930.0,2016,5,7,17,37.0,44.0,2.0,13.0,200.0,148.0,25.8,1010.8,-6.9,0.0,SW,4.4,Aotizhongxin
27931.0,2016,5,7,18,17.0,43.0,2.0,14.0,200.0,144.0,25.3,1010.8,-7.3,0.0,SW,2.5,Aotizhongxin
27932.0,2016,5,7,19,20.0,47.0,2.0,16.0,200.0,140.0,24.1,1011.0,-5.1,0.0,SSW,4.4,Aotizhongxin
27933.0,2016,5,7,20,21.0,31.8,2.0,17.0,300.0,137.0,22.9,1011.5,-4.3,0.0,SSW,2.4,Aotizhongxin
27934.0,2016,5,7,21,34.0,50.0,4.0,27.0,300.0,110.0,21.8,1012.1,-2.2,0.0,SSE,2.8,Aotizhongxin
27935.0,2016,5,7,22,41.0,75.0,8.0,38.0,500.0,81.0,20.0,1012.0,-1.2,0.0,S,2.0,Aotizhongxin
27936.0,2016,5,7,23,43.0,71.0,12.0,46.0,700.0,49.0,19.0,1012.1,-0.4,0.0,SE,1.6,Aotizhongxin
27937.0,2016,5,8,0,82.0,82.0,12.0,49.0,600.0,45.0,18.4,1012.1,0.5,0.0,SSE,1.9,Aotizhongxin
27938.0,2016,5,8,1,45.0,78.0,12.0,46.0,600.0,43.0,17.3,1011.7,0.9,0.0,SSE,1.3,Aotizhongxin
27939.0,2016,5,8,2,48.0,78.0,12.0,50.0,700.0,29.0,16.1,1011.3,1.4,0.0,S,1.2,Aotizhongxin
27940.0,2016,5,8,3,59.0,80.0,15.0,48.0,900.0,20.0,15.6,1010.9,2.0,0.0,S,1.1,Aotizhongxin
27941.0,2016,5,8,4,60.0,89.0,13.0,53.0,800.0,11.0,13.2,1010.6,2.7,0.0,ENE,1.0,Aotizhongxin
27942.0,2016,5,8,5,52.0,88.0,9.0,61.0,900.0,2.0,11.4,1010.6,3.7,0.0,E,0.9,Aotizhongxin
27943.0,2016,5,8,6,51.0,76.0,8.0,62.0,900.0,2.0,12.5,1010.7,4.0,0.0,ENE,0.8,Aotizhongxin
27944.0,2016,5,8,7,53.0,96.0,12.0,57.0,1100.0,3.0,15.4,1011.0,5.0,0.0,ENE,1.0,Aotizhongxin
27945.0,2016,5,8,8,78.0,99.0,15.0,55.0,1200.0,5.0,17.9,1010.9,3.7,0.0,SE,0.8,Aotizhongxin
27946.0,2016,5,8,9,113.0,113.0,20.0,55.0,1100.0,19.0,19.4,1010.8,4.7,0.0,SSE,1.2,Aotizhongxin
27947.0,2016,5,8,10,88.0,100.0,24.0,56.0,1300.0,34.0,21.7,1010.3,5.1,0.0,SE,1.2,Aotizhongxin
27948.0,2016,5,8,11,100.0,100.0,30.0,52.0,1100.0,61.0,23.5,1009.4,4.9,0.0,WSW,3.1,Aotizhongxin
27949.0,2016,5,8,12,74.0,92.0,27.0,21.0,700.0,122.0,24.8,1008.5,6.5,0.0,SW,3.4,Aotizhongxin
27950.0,2016,5,8,13,70.0,76.0,26.0,17.0,700.0,142.0,25.5,1007.2,7.6,0.0,SW,4.0,Aotizhongxin
27951.0,2016,5,8,14,59.0,68.0,19.0,11.0,600.0,156.0,26.6,1006.3,8.1,0.0,S,3.1,Aotizhongxin
27952.0,2016,5,8,15,46.0,88.0,14.0,11.0,600.0,165.0,26.2,1005.4,8.7,0.0,SSW,3.9,Aotizhongxin
27953.0,2016,5,8,16,51.0,94.0,16.0,10.0,700.0,172.0,26.4,1005.0,9.3,0.0,SSW,3.3,Aotizhongxin
27954.0,2016,5,8,17,76.0,90.0,25.0,15.0,700.0,177.0,24.9,1004.7,8.8,0.0,SSW,3.6,Aotizhongxin
27955.0,2016,5,8,18,66.0,79.0,21.0,14.0,800.0,176.0,24.1,1004.9,8.1,0.0,SW,3.8,Aotizhongxin
27956.0,2016,5,8,19,48.0,63.0,13.0,12.0,600.0,159.0,22.9,1004.9,7.8,0.0,SW,4.2,Aotizhongxin
27957.0,2016,5,8,20,41.0,91.0,10.0,13.0,500.0,145.0,22.0,1005.4,8.5,0.0,SSW,4.0,Aotizhongxin
27958.0,2016,5,8,21,32.0,56.0,10.0,12.0,400.0,131.0,21.3,1006.4,8.5,0.0,SW,3.2,Aotizhongxin
27959.0,2016,5,8,22,71.0,71.0,7.0,15.0,400.0,110.0,20.6,1006.7,8.2,0.0,SSW,3.6,Aotizhongxin
27960.0,2016,5,8,23,34.0,55.0,5.0,16.0,400.0,96.0,19.8,1006.8,8.5,0.0,SSW,3.2,Aotizhongxin
27961.0,2016,5,9,0,28.0,50.0,6.0,16.0,400.0,85.0,19.0,1007.3,8.6,0.0,SW,2.4,Aotizhongxin
27962.0,2016,5,9,1,28.0,46.0,5.0,17.0,400.0,76.0,18.0,1007.1,8.5,0.0,S,1.9,Aotizhongxin
27963.0,2016,5,9,2,32.0,38.0,5.0,16.0,400.0,71.0,17.2,1006.9,8.3,0.0,S,1.3,Aotizhongxin
27964.0,2016,5,9,3,32.0,42.0,5.0,17.0,500.0,67.0,15.6,1007.3,8.6,0.0,ESE,0.8,Aotizhongxin
27965.0,2016,5,9,4,36.0,38.0,5.0,18.0,500.0,65.2,16.2,1007.4,7.9,0.0,SE,1.1,Aotizhongxin
27966.0,2016,5,9,5,36.0,39.0,5.0,20.0,500.0,54.0,15.4,1007.8,8.4,0.0,SE,0.5,Aotizhongxin
27967.0,2016,5,9,6,39.0,52.0,4.0,30.0,500.0,37.0,15.0,1008.1,8.9,0.0,ESE,0.8,Aotizhongxin
27968.0,2016,5,9,7,49.0,64.0,6.0,53.0,700.0,6.0,16.6,1008.0,9.3,0.0,ENE,1.1,Aotizhongxin
27969.0,2016,5,9,8,63.0,63.0,8.0,52.0,800.0,15.0,18.0,1008.3,9.1,0.0,NE,1.3,Aotizhongxin
27970.0,2016,5,9,9,67.0,107.0,9.0,41.0,600.0,35.0,19.1,1008.5,9.3,0.0,ESE,1.0,Aotizhongxin
27971.0,2016,5,9,10,52.0,72.0,10.0,31.0,500.0,57.0,20.5,1008.7,8.8,0.0,NE,1.7,Aotizhongxin
27972.0,2016,5,9,11,51.0,67.0,10.0,27.0,500.0,75.0,21.0,1008.6,9.3,0.0,N,1.7,Aotizhongxin
27973.0,2016,5,9,12,43.0,91.0,10.0,19.0,600.0,103.0,23.3,1008.1,9.7,0.0,NE,2.9,Aotizhongxin
27974.0,2016,5,9,13,111.0,111.0,6.0,15.0,500.0,88.0,23.0,1008.0,9.7,0.0,N,2.8,Aotizhongxin
27975.0,2016,5,9,14,33.0,64.0,2.0,14.0,400.0,77.0,19.8,1008.7,11.0,0.0,NW,3.7,Aotizhongxin
27976.0,2016,5,9,15,29.0,59.0,2.0,12.0,400.0,74.0,19.0,1008.1,11.6,0.0,N,2.6,Aotizhongxin
27977.0,2016,5,9,16,24.0,24.0,2.0,10.0,400.0,82.0,18.7,1007.8,11.0,0.0,NE,2.9,Aotizhongxin
27978.0,2016,5,9,17,24.0,24.0,3.0,13.0,400.0,86.0,18.6,1007.7,10.2,0.0,NNE,2.0,Aotizhongxin
27979.0,2016,5,9,18,34.0,34.0,3.0,19.0,400.0,83.0,18.6,1007.3,10.4,0.0,N,2.4,Aotizhongxin
27980.0,2016,5,9,19,26.0,38.0,3.0,26.0,500.0,67.0,18.7,1007.2,9.7,0.0,NE,1.7,Aotizhongxin
27981.0,2016,5,9,20,28.0,46.0,2.0,35.0,600.0,45.0,17.1,1007.4,10.2,0.0,ENE,1.0,Aotizhongxin
27982.0,2016,5,9,21,34.0,44.0,2.0,46.0,700.0,23.0,15.5,1007.9,10.5,0.0,ESE,0.4,Aotizhongxin
27983.0,2016,5,9,22,35.0,42.0,2.0,52.0,800.0,12.0,15.1,1007.9,10.5,0.0,W,0.7,Aotizhongxin
27984.0,2016,5,9,23,31.0,49.0,2.0,56.0,800.0,2.0,15.0,1007.8,10.6,0.0,WNW,0.7,Aotizhongxin
27985.0,2016,5,10,0,36.0,37.0,2.0,62.0,1000.0,2.0,13.9,1008.1,10.9,0.0,E,1.5,Aotizhongxin
27986.0,2016,5,10,1,44.0,56.0,2.0,58.0,900.0,2.0,13.5,1007.8,10.7,0.0,NE,0.8,Aotizhongxin
27987.0,2016,5,10,2,46.0,55.0,2.0,55.0,900.0,2.0,12.7,1007.5,10.9,0.0,E,0.4,Aotizhongxin
27988.0,2016,5,10,3,44.0,44.0,2.0,52.0,800.0,2.0,14.4,1007.6,10.4,0.0,NNE,1.6,Aotizhongxin
27989.0,2016,5,10,4,39.0,39.0,2.0,50.0,700.0,2.0,14.0,1007.3,10.2,0.0,NNE,1.2,Aotizhongxin
27990.0,2016,5,10,5,35.0,35.0,2.0,47.0,500.0,2.0,13.8,1007.2,9.6,0.0,NNE,1.5,Aotizhongxin
27991.0,2016,5,10,6,28.0,36.0,2.0,42.0,500.0,2.0,14.5,1007.4,9.5,0.0,NNE,1.9,Aotizhongxin
27992.0,2016,5,10,7,38.4,50.8,3.2,40.2,560.0,13.6,16.7,1007.3,10.1,0.0,NNE,0.8,Aotizhongxin
27993.0,2016,5,10,8,38.0,58.0,4.0,32.0,500.0,24.0,18.5,1007.4,10.1,0.0,N,1.4,Aotizhongxin
27994.0,2016,5,10,9,52.0,86.0,6.0,30.0,600.0,38.0,20.6,1007.1,9.5,0.0,W,1.5,Aotizhongxin
27995.0,2016,5,10,10,50.0,53.0,6.0,26.0,500.0,65.0,22.7,1006.9,8.8,0.0,WNW,1.7,Aotizhongxin
27996.0,2016,5,10,11,42.0,42.0,5.0,19.0,500.0,101.0,24.4,1006.3,6.2,0.0,SW,1.2,Aotizhongxin
27997.0,2016,5,10,12,43.0,43.0,4.0,17.0,500.0,118.0,25.9,1005.4,5.5,0.0,SW,1.8,Aotizhongxin
27998.0,2016,5,10,13,44.0,44.0,3.0,14.0,400.0,135.0,26.7,1004.3,4.4,0.0,NW,2.1,Aotizhongxin
27999.0,2016,5,10,14,44.0,47.0,4.0,15.0,400.0,155.0,27.9,1003.3,4.2,0.0,SW,2.3,Aotizhongxin
28000.0,2016,5,10,15,52.0,58.0,4.0,14.0,400.0,184.0,28.2,1002.6,5.1,0.0,SW,2.4,Aotizhongxin
28001.0,2016,5,10,16,67.0,67.0,4.0,14.0,400.0,183.0,27.7,1002.1,5.9,0.0,S,3.2,Aotizhongxin
28002.0,2016,5,10,17,40.0,74.0,4.0,14.0,400.0,178.0,27.4,1001.8,6.2,0.0,SSW,3.0,Aotizhongxin
28003.0,2016,5,10,18,50.0,101.0,4.0,16.0,500.0,176.0,26.2,1001.7,6.2,0.0,SW,3.3,Aotizhongxin
28004.0,2016,5,10,19,48.0,63.0,5.0,17.0,500.0,168.0,25.3,1002.0,6.5,0.0,SSW,2.7,Aotizhongxin
28005.0,2016,5,10,20,48.0,110.0,7.0,20.0,600.0,158.0,24.7,1002.1,8.2,0.0,SSW,3.4,Aotizhongxin
28006.0,2016,5,10,21,68.0,122.0,13.0,20.0,700.0,161.0,24.0,1002.5,9.6,0.0,SW,2.8,Aotizhongxin
28007.0,2016,5,10,22,65.0,96.0,11.0,22.0,700.0,156.0,23.5,1002.6,10.2,0.0,SW,2.6,Aotizhongxin
28008.0,2016,5,10,23,73.0,113.0,11.0,28.0,800.0,141.0,23.0,1002.4,10.8,0.0,SSW,2.7,Aotizhongxin
28009.0,2016,5,11,0,89.0,127.0,9.0,24.0,700.0,143.0,22.7,1002.4,11.7,0.0,SW,2.9,Aotizhongxin
28010.0,2016,5,11,1,84.0,95.0,9.0,22.0,700.0,129.0,22.0,1001.6,11.4,0.0,SSW,3.0,Aotizhongxin
28011.0,2016,5,11,2,91.0,105.0,16.0,21.0,700.0,110.0,21.0,1001.1,11.6,0.0,SSW,2.8,Aotizhongxin
28012.0,2016,5,11,3,112.0,127.0,18.0,20.0,800.0,113.0,21.0,1000.9,12.2,0.0,SW,3.7,Aotizhongxin
28013.0,2016,5,11,4,129.0,129.0,17.0,19.0,900.0,109.6,20.4,1000.5,12.4,0.0,SW,2.6,Aotizhongxin
28014.0,2016,5,11,5,133.0,133.0,15.0,19.0,900.0,108.0,19.8,1000.0,12.5,0.0,SSW,2.4,Aotizhongxin
28015.0,2016,5,11,6,141.0,141.0,14.0,17.0,1000.0,114.0,19.4,999.8,12.6,0.0,SSW,3.6,Aotizhongxin
28016.0,2016,5,11,7,140.0,140.0,13.0,21.0,900.0,109.0,19.4,1000.0,12.9,0.0,S,2.7,Aotizhongxin
28017.0,2016,5,11,8,141.0,141.0,13.0,24.0,900.0,104.0,19.6,999.7,12.8,0.0,S,2.6,Aotizhongxin
28018.0,2016,5,11,9,143.0,143.0,14.0,24.0,1000.0,102.0,20.8,998.9,13.2,0.0,SSW,3.6,Aotizhongxin
28019.0,2016,5,11,10,161.0,161.0,18.0,25.0,1100.0,110.0,22.5,998.1,13.8,0.0,SW,2.4,Aotizhongxin
28020.0,2016,5,11,11,169.0,169.0,18.0,23.0,1100.0,133.0,23.2,997.6,14.2,0.0,S,3.2,Aotizhongxin
28021.0,2016,5,11,12,176.0,176.0,18.0,19.0,1100.0,155.0,23.9,996.9,14.3,0.0,SSW,3.2,Aotizhongxin
28022.0,2016,5,11,13,187.0,187.0,20.0,16.0,1200.0,178.0,25.7,996.0,14.5,0.0,SW,3.3,Aotizhongxin
28023.0,2016,5,11,14,181.0,181.0,18.0,17.0,1200.0,191.0,26.0,995.2,14.8,0.0,S,2.4,Aotizhongxin
28024.0,2016,5,11,15,178.0,178.0,16.0,18.0,1300.0,193.0,26.2,994.8,15.0,0.0,SW,1.8,Aotizhongxin
28025.0,2016,5,11,16,184.0,184.0,17.0,20.0,1300.0,192.0,25.9,993.9,15.0,0.0,S,2.4,Aotizhongxin
28026.0,2016,5,11,17,173.0,173.0,20.0,20.0,1300.0,195.0,26.7,994.1,15.4,0.0,SW,1.5,Aotizhongxin
28027.0,2016,5,11,18,143.0,143.0,14.0,21.0,1100.0,189.0,26.4,993.4,16.0,0.0,S,1.5,Aotizhongxin
28028.0,2016,5,11,19,141.0,141.0,11.0,28.0,1200.0,170.0,25.8,993.6,16.1,0.0,SSE,0.8,Aotizhongxin
28029.0,2016,5,11,20,151.0,151.0,9.0,32.0,1500.0,147.0,24.5,994.2,16.7,0.0,NE,0.8,Aotizhongxin
28030.0,2016,5,11,21,186.0,186.0,10.0,47.0,1500.0,102.0,24.5,994.2,16.2,0.0,E,1.7,Aotizhongxin
28031.0,2016,5,11,22,159.0,159.0,10.0,44.0,1400.0,103.0,23.9,994.1,15.9,0.0,E,1.7,Aotizhongxin
28032.0,2016,5,11,23,152.0,181.0,8.0,38.0,1300.0,97.0,22.4,991.5,17.5,2.0,SSE,3.4,Aotizhongxin
28033.0,2016,5,12,0,168.0,189.0,4.0,55.0,1400.0,35.0,21.5,993.9,17.7,0.4,W,1.3,Aotizhongxin
28034.0,2016,5,12,1,200.0,200.0,3.0,47.0,1400.0,39.0,21.2,993.7,18.2,0.2,SW,1.5,Aotizhongxin
